RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
*,*,*,554,Southern Europe,Male,"[35,45[","[0,3[",0,2,0,1,183493,0
*,*,*,624,Southern Europe,Male,"[35,45[","[0,3[",0,2,1,0,87311,0
*,*,*,614,Western Europe,Female,"[35,45[","[3,6[",123475,1,1,1,179228,0
*,*,*,607,Southern Europe,Female,"[35,45[","[3,6[",98266,1,1,1,46416,0
*,*,*,526,Southern Europe,Female,"[35,45[","[3,6[",0,2,1,0,31705,0
*,*,*,607,Western Europe,Male,"[35,45[","[3,6[",98206,1,1,0,176318,0
*,*,*,754,Southern Europe,Male,"[35,45[","[0,3[",160625,1,0,1,3555,0
*,*,*,492,Western Europe,Female,"[45,55[","[0,3[",151249,2,1,1,167238,0
*,*,*,649,Western Europe,Male,"[35,45[","[0,3[",122214,1,0,1,88965,0
*,*,*,592,Western Europe,Female,"[25,35[","[0,3[",84102,2,0,1,116385,0
*,*,*,850,Southern Europe,Male,"[25,35[","[3,6[",100476,2,1,1,136539,0
*,*,*,695,Western Europe,Male,"[35,45[","[0,3[",0,2,1,1,99693,0
*,*,*,538,Southern Europe,Male,"[35,45[","[0,3[",122774,2,1,1,58467,0
*,*,*,798,Western Europe,Female,"[45,55[","[3,6[",132572,1,1,1,31686,1
*,*,*,741,Southern Europe,Male,"[45,55[","[0,3[",78738,1,1,1,13019,0
*,*,*,529,Southern Europe,Female,"[35,45[","[0,3[",0,2,0,0,14161,0
*,*,*,508,Western Europe,Male,"[25,35[","[6,9[",205962,1,1,0,156424,0
*,*,*,682,Western Europe,Female,"[35,45[","[0,3[",181166,1,1,1,63737,1
*,*,*,697,Western Europe,Male,"[35,45[","[6,9[",0,2,1,1,74760,0
*,*,*,461,Western Europe,Female,"[55,93[","[0,3[",186445,2,1,1,196768,0
*,*,*,640,Southern Europe,Female,"[25,35[","[6,9[",118879,2,1,1,19132,0
*,*,*,678,Western Europe,Male,"[25,35[","[3,6[",111128,1,1,0,60941,1
*,*,*,659,Western Europe,Male,"[35,45[","[6,9[",52106,2,1,1,107964,0
*,*,*,597,Western Europe,Male,"[45,55[","[6,9[",83693,2,1,1,161084,0
*,*,*,711,Western Europe,Female,"[45,55[","[6,9[",145263,1,0,1,131473,0
*,*,*,726,Southern Europe,Male,"[25,35[","[6,9[",134152,1,1,1,147822,0
*,*,*,595,Western Europe,Male,"[45,55[","[9,12[",0,1,1,1,106341,1
*,*,*,850,Western Europe,Male,"[25,35[","[0,3[",72080,1,1,1,115768,0
*,*,*,660,Western Europe,Male,"[25,35[","[9,12[",125190,2,1,1,139874,0
*,*,*,677,Western Europe,Male,"[35,45[","[3,6[",88363,1,0,1,117946,0
*,*,*,850,Southern Europe,Female,"[55,93[","[3,6[",0,1,1,1,705,0
*,*,*,702,Western Europe,Female,"[18,25[","[6,9[",98775,1,1,0,114604,0
*,*,*,760,Western Europe,Female,"[45,55[","[0,3[",100947,1,0,0,179615,1
*,*,*,607,Western Europe,Female,"[18,25[","[0,3[",0,2,1,0,116107,0
*,*,*,686,Western Europe,Female,"[35,45[","[3,6[",154846,2,1,1,151904,0
*,*,*,642,Western Europe,Male,"[35,45[","[3,6[",0,2,0,0,171464,0
*,*,*,689,Western Europe,Female,"[25,35[","[0,3[",77557,2,1,1,122998,0
*,*,*,695,Southern Europe,Female,"[25,35[","[9,12[",0,2,1,1,67502,0
*,*,*,543,*,*,*,*,0,2,1,*,117832,0
*,*,*,564,Western Europe,Female,"[55,93[","[3,6[",114931,3,0,1,18261,1
*,*,*,490,Western Europe,Male,"[25,35[","[3,6[",96341,2,0,0,108313,0
*,*,*,434,Western Europe,Male,"[55,93[","[6,9[",109339,2,1,0,96406,1
*,*,*,671,Western Europe,Female,"[25,35[","[6,9[",41299,1,0,1,102681,0
*,*,*,678,Western Europe,Male,"[35,45[","[3,6[",145748,2,0,1,89567,0
*,*,*,655,Southern Europe,Female,"[35,45[","[0,3[",135516,1,1,0,86014,0
*,*,*,452,Western Europe,Male,"[45,55[","[0,3[",98443,2,0,0,92034,0
*,*,*,664,Western Europe,Female,"[35,45[","[0,3[",127161,2,1,0,78141,0
*,*,*,637,Western Europe,Male,"[35,45[","[0,3[",0,2,0,1,102515,0
*,*,*,525,Western Europe,Female,"[18,25[","[3,6[",0,2,1,0,160249,0
*,*,*,597,Western Europe,Female,"[25,35[","[3,6[",0,2,1,1,174826,0
*,*,*,667,Western Europe,Female,"[25,35[","[3,6[",106116,2,1,0,3675,0
*,*,*,599,Southern Europe,Female,"[25,35[","[3,6[",0,1,1,1,130086,1
*,*,*,607,Western Europe,Female,"[35,45[","[9,12[",0,3,1,0,132741,1
*,*,*,530,Western Europe,Male,"[35,45[","[0,3[",0,2,1,0,197923,0
*,*,*,708,Southern Europe,Female,"[25,35[","[6,9[",187488,1,1,1,120116,0
*,*,*,545,Western Europe,Male,"[25,35[","[6,9[",0,2,0,1,156598,0
*,*,*,619,Western Europe,Male,"[35,45[","[3,6[",147974,2,1,0,170519,0
*,*,*,675,Western Europe,Male,"[25,35[","[0,3[",124619,2,0,1,163668,0
*,*,*,751,Western Europe,Male,"[45,55[","[9,12[",156368,2,0,1,116180,0
*,*,*,476,Western Europe,Male,"[25,35[","[3,6[",134366,1,1,0,68344,0
*,*,*,600,Southern Europe,Female,"[45,55[","[6,9[",94684,1,1,1,50489,0
*,*,*,593,Southern Europe,Male,"[25,35[","[9,12[",158537,1,1,0,166851,0
*,*,*,671,Western Europe,Male,"[25,35[","[0,3[",0,1,0,1,102058,0
*,*,*,490,Western Europe,Female,"[35,45[","[6,9[",107749,1,1,1,3937,0
*,*,*,570,Western Europe,Female,"[55,93[","[3,6[",86569,1,0,1,103660,0
*,*,*,679,Western Europe,Male,"[45,55[","[9,12[",135870,2,0,0,54039,0
*,*,*,657,Western Europe,Female,"[35,45[","[6,9[",95846,1,1,0,122218,0
*,*,*,693,Western Europe,Male,"[35,45[","[3,6[",124602,2,1,1,46998,1
*,*,*,619,Western Europe,Female,"[45,55[","[9,12[",145360,1,1,0,38187,0
*,*,*,774,Western Europe,Female,"[35,45[","[9,12[",114997,1,1,0,75304,0
*,*,*,685,Western Europe,Male,"[18,25[","[3,6[",104720,2,1,0,38691,0
*,*,*,845,Southern Europe,Female,"[45,55[","[0,3[",0,1,1,0,31727,1
*,*,*,533,Western Europe,Female,"[35,45[","[6,9[",0,2,1,1,187900,0
*,*,*,791,Western Europe,Female,"[45,55[","[6,9[",0,1,1,1,122782,0
*,*,*,625,Southern Europe,Female,"[25,35[","[6,9[",0,2,1,0,151844,0
*,*,*,731,Western Europe,Male,"[35,45[","[3,6[",116881,1,0,0,172718,1
*,*,*,754,Western Europe,Male,"[35,45[","[0,3[",0,2,1,0,180698,0
*,*,*,667,Western Europe,Male,"[35,45[","[6,9[",190227,1,1,0,97508,1
*,*,*,698,Western Europe,Female,"[35,45[","[0,3[",166178,2,1,1,71973,0
*,*,*,639,Western Europe,Male,"[25,35[","[9,12[",0,2,1,0,111340,0
*,*,*,624,Southern Europe,Male,"[25,35[","[6,9[",0,2,0,0,76552,0
*,*,*,581,Western Europe,Male,"[35,45[","[0,3[",101017,1,0,1,7926,1
*,*,*,554,Southern Europe,Female,"[45,55[","[3,6[",0,2,1,1,193412,0
*,*,*,678,Western Europe,Female,"[35,45[","[0,3[",113383,1,1,1,135124,0
*,*,*,600,Western Europe,Female,"[35,45[","[3,6[",0,2,0,0,118272,0
*,*,*,667,Western Europe,Male,"[18,25[","[3,6[",0,2,0,0,180330,0
*,*,*,716,Western Europe,Female,"[18,25[","[3,6[",128744,1,0,0,197322,0
*,*,*,726,Southern Europe,Female,"[55,93[","[6,9[",123111,3,0,1,130114,1
*,*,*,775,Western Europe,Male,"[35,45[","[0,3[",109949,2,0,1,71683,0
*,*,*,704,Western Europe,Female,"[25,35[","[0,3[",130499,2,1,1,74804,0
*,*,*,679,Western Europe,Female,"[25,35[","[6,9[",0,2,1,1,98016,0
*,*,*,615,Southern Europe,Male,"[45,55[","[6,9[",81818,1,1,1,169149,0
*,*,*,671,Western Europe,Female,"[25,35[","[3,6[",164758,1,1,0,110749,0
*,*,*,485,Southern Europe,Female,"[25,35[","[6,9[",0,1,1,0,107067,0
*,*,*,697,Western Europe,Female,"[55,93[","[6,9[",0,2,0,1,188772,0
*,*,*,708,Western Europe,Male,"[35,45[","[6,9[",153366,1,1,1,26912,0
*,*,*,554,Western Europe,Female,"[45,55[","[6,9[",0,2,1,1,181204,0
*,*,*,712,Southern Europe,Female,"[35,45[","[3,6[",163098,2,1,1,23702,0
*,*,*,726,Western Europe,Female,"[18,25[","[6,9[",0,2,1,1,54724,0
*,*,*,700,Western Europe,Female,"[35,45[","[0,3[",58782,1,1,0,16875,0
*,*,*,637,Western Europe,Male,"[55,93[","[3,6[",0,2,1,1,70174,0
*,*,*,660,Southern Europe,Female,"[25,35[","[3,6[",128930,1,1,1,198070,0
*,*,*,628,Southern Europe,Male,"[45,55[","[6,9[",0,1,0,0,144367,1
*,*,*,770,Western Europe,Female,"[45,55[","[3,6[",141789,2,0,0,164967,0
*,*,*,687,Western Europe,Male,"[45,55[","[3,6[",0,2,1,1,170894,0
*,*,*,593,Western Europe,Male,"[35,45[","[9,12[",114193,1,1,0,71154,0
*,*,*,395,Western Europe,Female,"[25,35[","[3,6[",106012,1,1,1,17377,1
*,*,*,486,Western Europe,Male,"[55,93[","[9,12[",118357,2,1,0,168035,1
*,*,*,682,Western Europe,Male,"[55,93[","[6,9[",122029,1,1,1,50784,0
*,*,*,604,Western Europe,Male,"[25,35[","[6,9[",134838,1,1,0,192029,0
*,*,*,662,Western Europe,Male,"[25,35[","[3,6[",0,2,0,1,27731,0
*,*,*,588,Western Europe,Male,"[35,45[","[6,9[",106117,2,1,0,198767,0
*,*,*,512,Western Europe,Female,"[25,35[","[6,9[",0,2,0,0,49326,0
*,*,*,558,Western Europe,Male,"[25,35[","[9,12[",105000,1,1,0,190020,0
*,*,*,506,Southern Europe,Male,"[45,55[","[3,6[",0,2,1,0,12017,0
*,*,*,631,Western Europe,Male,"[35,45[","[0,3[",0,2,0,0,133141,0
*,*,*,579,Western Europe,Female,"[25,35[","[9,12[",73195,2,1,1,129209,0
*,*,*,741,Southern Europe,Male,"[45,55[","[3,6[",0,2,1,1,38914,0
*,*,*,790,Western Europe,Male,"[35,45[","[0,3[",85840,1,1,0,198183,0
*,*,*,634,Western Europe,Male,"[35,45[","[6,9[",116269,1,1,0,129965,0
*,*,*,597,Southern Europe,Female,"[35,45[","[6,9[",101993,1,0,1,94774,0
*,*,*,789,Western Europe,Male,"[25,35[","[6,9[",151608,1,1,0,4389,0
*,*,*,557,Western Europe,Male,"[35,45[","[3,6[",0,1,0,1,144078,0
*,*,*,578,Southern Europe,Male,"[35,45[","[6,9[",63610,1,0,0,74966,1
*,*,*,659,Western Europe,Male,"[25,35[","[9,12[",134465,2,1,0,178833,0
*,*,*,756,Western Europe,Male,"[35,45[","[0,3[",136816,1,1,1,170042,0
*,*,*,678,Southern Europe,Female,"[35,45[","[3,6[",113794,1,1,0,16619,0
*,*,*,581,Western Europe,Male,"[25,35[","[3,6[",77887,2,1,0,150319,0
*,*,*,520,Western Europe,Female,"[35,45[","[0,3[",73493,1,0,1,109626,1
*,*,*,655,Western Europe,Female,"[45,55[","[9,12[",0,2,1,0,167779,0
*,*,*,563,Western Europe,Female,"[25,35[","[6,9[",0,2,0,0,36537,0
*,*,*,645,Western Europe,Male,"[45,55[","[3,6[",160134,1,0,1,88392,0
*,*,*,436,Southern Europe,Male,"[35,45[","[3,6[",0,2,1,1,35687,0
*,*,*,775,Western Europe,Male,"[55,93[","[6,9[",0,2,1,1,111559,0
*,*,*,711,Western Europe,Male,"[25,35[","[0,3[",0,1,0,0,41590,0
*,*,*,490,Western Europe,Male,"[25,35[","[0,3[",0,2,1,1,80793,0
*,*,*,688,Western Europe,Male,"[25,35[","[0,3[",0,2,1,1,104436,0
*,*,*,636,Southern Europe,Female,"[25,35[","[6,9[",157576,2,1,1,101102,0
*,*,*,712,Western Europe,Female,"[25,35[","[0,3[",133010,1,1,0,126809,0
*,*,*,675,Southern Europe,Female,"[45,55[","[0,3[",133205,1,0,1,8270,0
*,*,*,777,Southern Europe,Female,"[35,45[","[3,6[",0,2,1,1,17258,0
*,*,*,660,Western Europe,Male,"[35,45[","[9,12[",134599,2,1,0,183096,0
*,*,*,687,Western Europe,Male,"[35,45[","[9,12[",122571,1,1,1,35609,0
*,*,*,477,Western Europe,Male,"[45,55[","[9,12[",144901,1,1,0,61315,1
*,*,*,850,*,*,*,*,0,2,1,*,9685,0
*,*,*,582,Western Europe,Female,"[35,45[","[3,6[",153314,1,0,0,170564,0
*,*,*,759,Western Europe,Male,"[25,35[","[3,6[",101803,1,0,0,8694,0
*,*,*,675,Western Europe,Male,"[35,45[","[6,9[",0,2,1,1,56643,0
*,*,*,611,Western Europe,Male,"[35,45[","[9,12[",0,1,1,1,23598,1
*,*,*,555,Western Europe,Female,"[25,35[","[6,9[",102000,1,1,1,116757,0
*,*,*,841,Western Europe,Female,"[45,55[","[3,6[",112383,1,1,0,85516,1
*,*,*,738,Southern Europe,Male,"[35,45[","[3,6[",177997,1,0,1,19233,0
*,*,*,698,Western Europe,Male,"[35,45[","[3,6[",98401,2,0,0,25017,0
*,*,*,484,Western Europe,Male,"[35,45[","[3,6[",0,1,1,1,74267,0
*,*,*,697,Western Europe,Female,"[35,45[","[0,3[",0,1,1,0,1263,1
*,*,*,542,Western Europe,Female,"[25,35[","[3,6[",0,2,1,1,115218,0
*,*,*,698,Western Europe,Female,"[45,55[","[0,3[",111019,1,1,0,86410,0
*,*,*,723,Western Europe,Female,"[45,55[","[9,12[",90450,2,0,0,103379,1
*,*,*,516,Western Europe,Male,"[25,35[","[9,12[",0,1,1,0,142681,1
*,*,*,781,Western Europe,Female,"[25,35[","[6,9[",186559,1,1,1,175071,1
*,*,*,493,Western Europe,Male,"[45,55[","[3,6[",167832,2,1,0,150160,1
*,*,*,527,*,*,*,*,131415,1,1,*,54948,0
*,*,*,703,Western Europe,Male,"[25,35[","[0,3[",81174,2,0,1,162812,0
*,*,*,529,Southern Europe,Male,"[25,35[","[9,12[",0,1,1,1,93208,0
*,*,*,709,*,*,*,*,0,2,0,*,129590,0
*,*,*,647,Western Europe,Female,"[35,45[","[6,9[",112669,1,0,1,122584,0
*,*,*,592,Western Europe,Female,"[25,35[","[3,6[",0,2,1,1,183569,0
*,*,*,691,Western Europe,Female,"[55,93[","[6,9[",101071,1,1,0,177356,1
*,*,*,696,Western Europe,Male,"[35,45[","[3,6[",114091,1,0,1,159888,0
*,*,*,497,*,*,*,*,0,2,1,*,76390,0
*,*,*,613,Western Europe,Female,"[45,55[","[6,9[",147262,1,1,1,53631,1
*,*,*,625,Western Europe,Female,"[45,55[","[3,6[",124620,2,1,0,92244,1
*,*,*,717,Western Europe,Female,"[25,35[","[9,12[",82498,2,0,0,40438,0
*,*,*,629,Western Europe,Male,"[45,55[","[0,3[",130666,1,1,1,161126,1
*,*,*,608,Western Europe,Female,"[45,55[","[0,3[",127924,2,1,0,32203,0
*,*,*,679,Western Europe,Male,"[35,45[","[6,9[",147727,3,1,0,172749,1
*,*,*,586,Western Europe,Male,"[25,35[","[3,6[",130232,2,1,1,192427,0
*,*,*,573,Western Europe,Male,"[45,55[","[6,9[",0,2,0,1,178229,0
*,*,*,714,Southern Europe,Female,"[25,35[","[6,9[",152927,1,1,1,50900,0
*,*,*,679,Western Europe,Female,"[35,45[","[6,9[",77374,2,0,1,174873,0
*,*,*,701,Western Europe,Female,"[35,45[","[0,3[",0,2,1,1,65765,0
*,*,*,504,Western Europe,Male,"[35,45[","[3,6[",134937,2,0,0,135179,0
*,*,*,628,Western Europe,Female,"[45,55[","[3,6[",143055,1,0,1,109609,1
*,*,*,458,Western Europe,Male,"[35,45[","[9,12[",146781,2,1,1,3476,0
*,*,*,624,Western Europe,Female,"[25,35[","[0,3[",79369,2,1,1,145472,0
*,*,*,730,Western Europe,Male,"[45,55[","[6,9[",152881,1,0,0,162478,0
*,*,*,695,Southern Europe,Male,"[35,45[","[3,6[",65521,1,1,1,1244,0
*,*,*,740,Western Europe,Male,"[25,35[","[0,3[",126524,1,1,0,136869,0
*,*,*,516,Southern Europe,Female,"[25,35[","[3,6[",0,2,1,0,124202,0
*,*,*,759,Southern Europe,Female,"[35,45[","[6,9[",147936,1,1,1,106786,0
*,*,*,631,Southern Europe,Male,"[25,35[","[3,6[",0,2,1,1,197963,0
*,*,*,650,Western Europe,Male,"[25,35[","[3,6[",142393,1,1,1,11276,0
*,*,*,820,Western Europe,Female,"[25,35[","[3,6[",82345,1,0,1,115985,0
*,*,*,724,Western Europe,Female,"[25,35[","[9,12[",119278,1,1,1,197148,0
*,*,*,430,Western Europe,Male,"[45,55[","[3,6[",137115,1,1,0,146517,1
*,*,*,555,*,*,*,*,0,2,0,*,197867,0
*,*,*,487,Western Europe,Male,"[35,45[","[0,3[",0,2,1,1,126723,0
*,*,*,725,Western Europe,Female,"[25,35[","[3,6[",0,1,1,1,67880,0
*,*,*,636,Western Europe,Male,"[35,45[","[0,3[",0,2,1,1,55471,0
*,*,*,559,Western Europe,Male,"[45,55[","[6,9[",24043,1,0,1,169781,1
*,*,*,622,Western Europe,Female,"[55,93[","[6,9[",116922,1,1,0,120416,1
*,*,*,743,Western Europe,Male,"[45,55[","[9,12[",144677,3,1,0,22512,1
*,*,*,592,Western Europe,Male,"[25,35[","[3,6[",0,2,1,1,19646,0
*,*,*,657,Southern Europe,Female,"[35,45[","[0,3[",163607,1,0,1,44204,0
*,*,*,697,Western Europe,Female,"[55,93[","[3,6[",108071,2,1,1,16446,0
*,*,*,740,Western Europe,Female,"[35,45[","[3,6[",0,2,1,1,27528,0
*,*,*,666,Western Europe,Female,"[25,35[","[0,3[",147230,1,1,1,56410,0
*,*,*,588,Western Europe,Female,"[35,45[","[9,12[",125535,1,1,0,121504,1
*,*,*,770,Western Europe,Male,"[35,45[","[3,6[",141547,2,0,1,180327,0
*,*,*,765,Western Europe,Female,"[45,55[","[6,9[",119493,2,0,1,166896,1
*,*,*,647,Western Europe,Female,"[25,35[","[3,6[",0,1,1,0,152323,0
*,*,*,466,Western Europe,Female,"[35,45[","[3,6[",33564,2,1,0,178994,1
*,*,*,667,Western Europe,Male,"[35,45[","[6,9[",72945,2,1,0,98932,0
*,*,*,813,Western Europe,Male,"[25,35[","[0,3[",0,2,1,0,43169,0
*,*,*,749,Southern Europe,Male,"[25,35[","[0,3[",0,1,0,0,174189,1
*,*,*,504,Western Europe,Female,"[35,45[","[0,3[",131873,2,1,1,158037,1
*,*,*,626,Western Europe,Male,"[35,45[","[9,12[",0,2,0,0,164288,0
*,*,*,687,Western Europe,Female,"[45,55[","[0,3[",91219,1,0,0,158845,1
*,*,*,643,Western Europe,Male,"[35,45[","[6,9[",0,2,1,1,170393,0
*,*,*,602,Southern Europe,Male,"[25,35[","[6,9[",98383,1,1,0,39542,0
*,*,*,610,Southern Europe,Male,"[45,55[","[3,6[",91898,1,1,0,54394,0
*,*,*,473,Western Europe,Female,"[35,45[","[6,9[",131505,1,1,0,189560,0
*,*,*,600,Western Europe,Male,"[45,55[","[9,12[",95502,1,0,0,19842,0
*,*,*,513,Western Europe,Male,"[25,35[","[9,12[",0,2,0,1,25515,0
*,*,*,601,Western Europe,Female,"[35,45[","[3,6[",0,1,0,0,20709,0
*,*,*,771,Southern Europe,Female,"[35,45[","[3,6[",0,2,0,1,92915,0
*,*,*,583,Western Europe,Female,"[25,35[","[9,12[",0,2,1,1,111286,0
*,*,*,522,Western Europe,Female,"[35,45[","[3,6[",95023,1,1,1,129108,0
*,*,*,640,Western Europe,Female,"[35,45[","[9,12[",94752,1,1,0,184006,1
*,*,*,496,Western Europe,Male,"[25,35[","[0,3[",90963,1,0,1,27802,0
*,*,*,444,Western Europe,Female,"[35,45[","[3,6[",84350,1,1,0,143836,0
*,*,*,643,Western Europe,Female,"[45,55[","[0,3[",105230,1,1,0,34968,1
*,*,*,643,*,*,*,*,133313,1,1,*,3966,0
*,*,*,733,Western Europe,Male,"[35,45[","[3,6[",125725,2,1,1,50783,0
*,*,*,632,Western Europe,Female,"[35,45[","[3,6[",81877,1,1,1,33642,0
*,*,*,676,Western Europe,Male,"[35,45[","[3,6[",106837,2,1,0,84200,0
*,*,*,665,Southern Europe,Male,"[35,45[","[6,9[",0,2,1,0,132152,0
*,*,*,833,Western Europe,Male,"[55,93[","[0,3[",130855,1,1,1,30723,1
*,*,*,768,Western Europe,Female,"[25,35[","[3,6[",109118,2,0,1,50911,0
*,*,*,496,Western Europe,Female,"[55,93[","[3,6[",125293,1,1,1,31533,1
*,*,*,642,Western Europe,Male,"[35,45[","[3,6[",125476,1,1,1,91776,0
*,*,*,550,Western Europe,Male,"[25,35[","[6,9[",122360,1,0,0,116496,0
*,*,*,682,Western Europe,Male,"[35,45[","[3,6[",0,2,0,1,112555,0
*,*,*,619,Southern Europe,Male,"[35,45[","[3,6[",96143,1,0,0,98995,0
*,*,*,418,Western Europe,Male,"[35,45[","[6,9[",90145,1,1,1,69158,0
*,*,*,543,Western Europe,Female,"[35,45[","[3,6[",0,2,0,0,26020,0
*,*,*,793,Western Europe,Male,"[55,93[","[6,9[",119496,2,1,0,29881,0
*,*,*,540,Western Europe,Male,"[35,45[","[6,9[",127802,1,0,1,84239,0
*,*,*,636,*,*,*,*,126535,1,1,*,39790,0
*,*,*,795,*,*,*,*,0,1,1,*,35419,1
*,*,*,673,Southern Europe,Female,"[35,45[","[6,9[",0,2,1,1,183319,0
*,*,*,560,Western Europe,Male,"[18,25[","[0,3[",116084,1,1,0,89735,0
*,*,*,560,Southern Europe,Female,"[25,35[","[0,3[",0,2,1,1,120881,0
*,*,*,504,Western Europe,Female,"[35,45[","[6,9[",102365,1,1,0,194691,1
*,*,*,593,Western Europe,Female,"[35,45[","[3,6[",119703,2,1,1,109783,0
*,*,*,653,Western Europe,Female,"[25,35[","[6,9[",102575,1,1,1,11044,0
*,*,*,568,Southern Europe,Female,"[25,35[","[6,9[",0,2,0,0,166495,0
*,*,*,465,Western Europe,Male,"[18,25[","[6,9[",156007,1,1,0,191368,0
*,*,*,706,Southern Europe,Female,"[25,35[","[0,3[",209490,1,1,1,133268,1
*,*,*,850,Western Europe,Female,"[45,55[","[3,6[",0,2,1,1,187980,0
*,*,*,745,Western Europe,Female,"[35,45[","[6,9[",131185,1,1,1,49816,0
*,*,*,738,Western Europe,Male,"[18,25[","[3,6[",0,2,1,1,47799,0
*,*,*,658,Western Europe,Female,"[35,45[","[6,9[",102895,1,0,0,155666,0
*,*,*,700,Southern Europe,Male,"[35,45[","[9,12[",0,2,1,0,142288,0
*,*,*,716,Western Europe,Female,"[35,45[","[3,6[",0,2,0,1,167636,0
*,*,*,686,Western Europe,Male,"[35,45[","[0,3[",134896,1,1,1,97847,0
*,*,*,623,Western Europe,Male,"[35,45[","[6,9[",0,2,1,1,66119,0
*,*,*,775,Western Europe,Male,"[25,35[","[6,9[",121669,1,0,1,125898,0
*,*,*,669,Western Europe,Female,"[35,45[","[9,12[",0,2,0,0,135630,0
*,*,*,598,Western Europe,Female,"[25,35[","[3,6[",111157,1,1,1,167376,0
*,*,*,850,Western Europe,Male,"[25,35[","[6,9[",0,1,0,1,52796,0
*,*,*,733,Western Europe,Female,"[25,35[","[3,6[",0,2,0,0,12761,0
*,*,*,670,Western Europe,Male,"[35,45[","[3,6[",0,1,1,0,140754,1
*,*,*,545,Western Europe,Male,"[35,45[","[9,12[",110484,1,1,1,127395,0
*,*,*,645,Western Europe,Male,"[25,35[","[0,3[",157404,2,1,0,93073,0
*,*,*,847,Western Europe,Female,"[35,45[","[3,6[",101544,4,1,0,16025,1
*,*,*,735,Western Europe,Female,"[45,55[","[6,9[",123845,2,0,1,170455,1
*,*,*,652,Western Europe,Female,"[45,55[","[6,9[",133297,1,1,0,77764,0
*,*,*,734,Southern Europe,Female,"[35,45[","[3,6[",55853,2,0,1,94812,1
*,*,*,779,Western Europe,Female,"[25,35[","[3,6[",46388,3,1,0,127939,1
*,*,*,590,*,*,*,*,125266,1,1,*,161253,0
*,*,*,550,Southern Europe,Male,"[45,55[","[3,6[",0,2,1,0,153917,0
*,*,*,678,Western Europe,Female,"[45,55[","[0,3[",123699,2,0,1,105222,0
*,*,*,602,Western Europe,Female,"[55,93[","[3,6[",115895,3,1,0,4176,1
*,*,*,597,Southern Europe,Male,"[35,45[","[0,3[",85162,1,0,1,5104,1
*,*,*,442,Western Europe,Male,"[25,35[","[3,6[",0,2,1,0,68343,0
*,*,*,850,Western Europe,Female,"[35,45[","[0,3[",106832,1,0,1,148978,0
*,*,*,665,Western Europe,Male,"[25,35[","[3,6[",153612,2,1,0,35322,0
*,*,*,755,Western Europe,Male,"[35,45[","[6,9[",104817,1,1,0,126014,1
*,*,*,615,Western Europe,Male,"[18,25[","[6,9[",108528,2,0,0,179488,1
*,*,*,669,Southern Europe,Male,"[25,35[","[9,12[",0,1,1,1,93902,0
*,*,*,726,Western Europe,Male,"[25,35[","[6,9[",0,2,1,1,91844,1
*,*,*,751,Southern Europe,Male,"[45,55[","[6,9[",0,2,0,1,179292,0
*,*,*,664,Western Europe,Male,"[25,35[","[9,12[",107210,1,1,1,112340,0
*,*,*,633,Southern Europe,Male,"[55,93[","[6,9[",98309,1,1,1,132034,0
*,*,*,536,Western Europe,Female,"[35,45[","[9,12[",0,1,1,0,121299,0
*,*,*,570,Western Europe,Female,"[18,25[","[3,6[",82767,1,1,0,71812,0
*,*,*,621,Western Europe,Female,"[45,55[","[3,6[",0,2,1,0,191757,1
*,*,*,850,Western Europe,Female,"[45,55[","[3,6[",127259,1,1,1,192744,1
*,*,*,646,Western Europe,Male,"[45,55[","[6,9[",59669,1,0,0,172496,1
*,*,*,621,Western Europe,Male,"[25,35[","[3,6[",137004,1,1,0,21254,0
*,*,*,651,Western Europe,Female,"[25,35[","[0,3[",109175,2,1,0,114566,0
*,*,*,676,Western Europe,Female,"[25,35[","[0,3[",63095,1,1,1,40646,0
*,*,*,666,Western Europe,Female,"[25,35[","[3,6[",0,2,0,0,88751,0
*,*,*,655,Western Europe,Female,"[45,55[","[6,9[",57327,1,0,1,47349,0
*,*,*,702,Western Europe,Male,"[45,55[","[3,6[",0,2,0,0,94950,0
*,*,*,628,Southern Europe,Male,"[35,45[","[9,12[",0,2,1,0,103833,0
*,*,*,637,Western Europe,Male,"[35,45[","[9,12[",154310,1,1,1,125334,1
*,*,*,598,Western Europe,Male,"[35,45[","[0,3[",101487,1,1,1,75959,1
*,*,*,668,Western Europe,Female,"[55,93[","[3,6[",120170,1,0,1,50455,0
*,*,*,509,Southern Europe,Male,"[35,45[","[6,9[",126684,1,0,1,114776,0
*,*,*,527,Southern Europe,Female,"[35,45[","[6,9[",0,2,1,1,102280,0
*,*,*,532,Western Europe,Male,"[35,45[","[3,6[",148596,1,1,0,74839,1
*,*,*,740,Western Europe,Male,"[35,45[","[9,12[",0,2,1,0,19047,0
*,*,*,546,Western Europe,Female,"[25,35[","[3,6[",132838,1,1,0,131647,0
*,*,*,748,Western Europe,Female,"[25,35[","[0,3[",90972,1,1,1,131662,0
*,*,*,623,Western Europe,Female,"[35,45[","[3,6[",0,2,1,0,101192,0
*,*,*,827,Western Europe,Female,"[55,93[","[0,3[",0,2,0,1,60616,0
*,*,*,733,Southern Europe,Female,"[25,35[","[3,6[",0,2,1,0,131625,0
*,*,*,531,Western Europe,Male,"[35,45[","[6,9[",121854,1,1,0,147521,0
