RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
*,*,*,682,France,Male,"[25,35[","[0,12[",0,2,1,0,178373,0
*,*,*,642,Spain,Male,"[25,35[","[0,12[",144239,1,1,1,184400,0
*,*,*,501,Germany,Male,"[35,45[","[0,12[",88977,2,0,1,133403,0
*,*,*,680,Spain,Female,"[55,93[","[0,12[",0,2,1,1,65708,0
*,*,*,698,France,Female,"[35,45[","[0,12[",0,2,0,1,47456,0
*,*,*,753,Germany,Female,"[45,55[","[0,12[",111513,3,1,0,159577,1
*,*,*,571,Spain,Female,"[18,25[","[0,12[",108117,1,0,1,53329,0
*,*,*,810,France,Male,"[25,35[","[0,12[",0,2,1,1,77966,0
*,*,*,563,Spain,Male,"[55,93[","[0,12[",0,2,1,1,39297,0
*,*,*,731,France,Female,"[35,45[","[0,12[",123712,2,1,0,171341,1
*,*,*,699,Germany,Male,"[35,45[","[0,12[",147138,1,1,1,33688,0
*,*,*,731,Spain,Male,"[35,45[","[0,12[",0,2,1,0,22299,0
*,*,*,552,Germany,Male,"[45,55[","[0,12[",121176,1,1,0,117505,1
*,*,*,540,Spain,Female,"[25,35[","[0,12[",118159,1,1,1,158028,0
*,*,*,660,*,*,*,*,118402,2,1,*,14289,0
*,*,*,763,Spain,Male,"[35,45[","[0,12[",0,2,1,1,933,0
*,*,*,585,France,Male,"[35,45[","[0,12[",0,2,0,0,146157,0
*,*,*,718,Spain,Male,"[35,45[","[0,12[",0,2,0,0,121538,0
*,*,*,655,Germany,Female,"[35,45[","[0,12[",122314,1,1,0,9182,0
*,*,*,586,France,Male,"[55,93[","[0,12[",151934,1,1,0,162960,1
*,*,*,606,France,Male,"[25,35[","[0,12[",0,2,0,1,36541,0
*,*,*,713,Spain,Female,"[25,35[","[0,12[",122857,2,1,0,144682,1
*,*,*,746,Spain,Male,"[35,45[","[0,12[",0,2,1,1,16437,0
*,*,*,769,Germany,Female,"[25,35[","[0,12[",148914,2,1,0,53817,0
*,*,*,652,France,Female,"[25,35[","[0,12[",0,2,1,0,54628,0
*,*,*,479,Germany,Male,"[35,45[","[0,12[",92834,1,1,0,99450,1
*,*,*,742,France,Male,"[25,35[","[0,12[",0,2,0,1,131535,0
*,*,*,516,France,Male,"[45,55[","[0,12[",0,2,1,1,169123,0
*,*,*,747,France,Female,"[45,55[","[0,12[",139915,4,0,1,129965,1
*,*,*,461,France,Female,"[35,45[","[0,12[",0,1,1,1,54209,0
*,*,*,528,France,Female,"[25,35[","[0,12[",176227,2,0,1,139482,0
*,*,*,762,Spain,Female,"[18,25[","[0,12[",0,2,1,0,55500,0
*,*,*,605,France,Male,"[35,45[","[0,12[",0,2,1,0,199390,0
*,*,*,697,France,Female,"[35,45[","[0,12[",182066,1,1,0,49504,0
*,*,*,718,France,Female,"[35,45[","[0,12[",0,2,0,1,27510,1
*,*,*,705,*,*,*,*,153469,3,0,*,146574,1
*,*,*,546,Germany,Female,"[55,93[","[0,12[",114889,2,1,1,66733,1
*,*,*,683,France,Male,"[35,45[","[0,12[",0,1,1,0,96755,0
*,*,*,642,*,*,*,*,111813,2,1,*,183045,0
*,*,*,438,France,Male,"[55,93[","[0,12[",78391,1,0,1,49425,0
*,*,*,749,Germany,Female,"[25,35[","[0,12[",79523,1,0,1,157648,0
*,*,*,558,France,Female,"[55,93[","[0,12[",121235,2,1,1,116253,0
*,*,*,581,Spain,Female,"[25,35[","[0,12[",0,2,1,0,188377,0
*,*,*,567,France,Female,"[35,45[","[0,12[",125878,2,1,1,107842,0
*,*,*,564,France,Male,"[25,35[","[0,12[",84007,2,0,0,183491,0
*,*,*,571,France,Female,"[18,25[","[0,12[",151097,1,0,1,17164,0
*,*,*,747,Germany,Female,"[25,35[","[0,12[",67495,2,0,1,77370,0
*,*,*,512,France,Female,"[35,45[","[0,12[",0,1,1,1,100508,0
*,*,*,537,France,Female,"[45,55[","[0,12[",158621,1,1,0,120893,1
*,*,*,482,France,Female,"[35,45[","[0,12[",147813,2,0,0,109030,0
*,*,*,621,Spain,Male,"[45,55[","[0,12[",170492,1,1,0,35588,1
*,*,*,715,France,Female,"[25,35[","[0,12[",110581,1,1,1,94715,0
*,*,*,627,Germany,Female,"[25,35[","[0,12[",79871,2,1,0,129827,0
*,*,*,651,France,Male,"[25,35[","[0,12[",91563,1,1,1,123954,0
*,*,*,850,France,Male,"[35,45[","[0,12[",0,2,1,0,109291,0
*,*,*,606,France,Female,"[55,93[","[0,12[",0,2,1,1,169742,0
*,*,*,652,Germany,Male,"[25,35[","[0,12[",166528,2,0,1,146008,0
*,*,*,725,France,Female,"[35,45[","[0,12[",118851,1,1,1,102747,0
*,*,*,639,Spain,Male,"[25,35[","[0,12[",149940,2,0,0,156649,0
*,*,*,667,Spain,Male,"[35,45[","[0,12[",97585,2,0,0,57213,0
*,*,*,706,Spain,Male,"[18,25[","[0,12[",0,2,1,1,12368,0
*,*,*,621,France,Male,"[25,35[","[0,12[",136659,1,1,1,148689,0
*,*,*,769,Spain,Male,"[35,45[","[0,12[",0,2,0,0,104394,0
*,*,*,657,Spain,Female,"[35,45[","[0,12[",163607,1,0,1,44204,0
*,*,*,656,Germany,Female,"[18,25[","[0,12[",163550,1,0,1,21085,0
*,*,*,840,France,Male,"[25,35[","[0,12[",136292,1,1,0,54113,0
*,*,*,563,Spain,Female,"[45,55[","[0,12[",106172,1,1,0,163146,1
*,*,*,713,France,Female,"[35,45[","[0,12[",0,1,1,1,16403,0
*,*,*,655,France,Female,"[35,45[","[0,12[",0,1,0,0,36548,1
*,*,*,583,Germany,Male,"[35,45[","[0,12[",107041,1,1,1,5636,0
*,*,*,653,France,Male,"[45,55[","[0,12[",0,1,1,0,50696,1
*,*,*,622,France,Female,"[25,35[","[0,12[",158585,3,1,0,142343,1
*,*,*,704,Germany,Male,"[35,45[","[0,12[",62078,2,1,0,129051,0
*,*,*,458,Germany,Male,"[35,45[","[0,12[",84387,1,1,0,178643,0
*,*,*,606,Spain,Male,"[25,35[","[0,12[",161572,1,0,1,191076,0
*,*,*,607,Germany,Female,"[35,45[","[0,12[",105103,1,1,0,104722,1
*,*,*,589,France,Male,"[25,35[","[0,12[",0,2,0,1,98320,0
*,*,*,828,France,Male,"[25,35[","[0,12[",73070,2,0,0,161671,0
*,*,*,627,Germany,Male,"[25,35[","[0,12[",112373,1,1,1,118029,0
*,*,*,716,France,Male,"[35,45[","[0,12[",0,1,1,1,113267,0
*,*,*,605,France,Female,"[25,35[","[0,12[",135422,1,0,1,186419,0
*,*,*,350,Germany,Male,"[35,45[","[0,12[",109733,2,0,0,123602,1
*,*,*,676,France,Male,"[25,35[","[0,12[",171491,1,0,0,79100,0
*,*,*,769,Germany,Female,"[25,35[","[0,12[",137239,1,1,1,71380,1
*,*,*,667,France,Female,"[35,45[","[0,12[",144432,1,1,1,73963,1
*,*,*,794,France,Female,"[35,45[","[0,12[",0,2,1,1,74275,0
*,*,*,536,Spain,Male,"[35,45[","[0,12[",0,2,1,1,11959,0
*,*,*,646,Spain,Male,"[25,35[","[0,12[",182877,2,1,1,42538,1
*,*,*,649,Germany,Female,"[35,45[","[0,12[",114737,1,1,1,106656,1
*,*,*,786,Spain,Male,"[35,45[","[0,12[",0,2,0,0,41249,0
*,*,*,532,Germany,Male,"[45,55[","[0,12[",110792,1,1,0,148705,1
*,*,*,781,France,Female,"[45,55[","[0,12[",57099,1,1,0,85644,1
*,*,*,635,France,Female,"[55,93[","[0,12[",74813,1,0,1,27448,0
*,*,*,685,Spain,Male,"[35,45[","[0,12[",137949,1,1,0,113640,0
*,*,*,792,Spain,Male,"[25,35[","[0,12[",142862,1,1,1,130639,0
*,*,*,617,France,Female,"[35,45[","[0,12[",104508,1,1,1,147636,0
*,*,*,617,France,Male,"[25,35[","[0,12[",132006,1,1,0,142940,0
*,*,*,633,France,Male,"[25,35[","[0,12[",0,1,1,0,100599,0
*,*,*,836,Spain,Female,"[35,45[","[0,12[",150303,1,1,1,156036,0
*,*,*,525,France,Female,"[55,93[","[0,12[",55328,1,1,0,83343,1
*,*,*,579,France,Female,"[35,45[","[0,12[",166501,2,1,0,93836,0
*,*,*,741,France,Female,"[35,45[","[0,12[",0,2,1,0,36558,0
*,*,*,531,France,Female,"[35,45[","[0,12[",0,1,1,0,4607,0
*,*,*,624,Spain,Male,"[35,45[","[0,12[",123907,1,1,0,135097,0
*,*,*,529,France,Male,"[55,93[","[0,12[",103102,2,1,1,154002,1
*,*,*,708,France,Female,"[35,45[","[0,12[",161888,2,1,0,84870,0
*,*,*,565,*,*,*,*,130368,2,1,*,105642,0
*,*,*,590,Germany,Female,"[35,45[","[0,12[",117641,2,0,0,92198,0
*,*,*,477,Germany,Female,"[55,93[","[0,12[",145985,1,1,1,24565,0
*,*,*,492,Germany,Female,"[45,55[","[0,12[",125396,1,1,0,10015,1
*,*,*,549,Germany,Male,"[35,45[","[0,12[",95021,3,1,1,131711,1
*,*,*,718,France,Male,"[35,45[","[0,12[",0,1,1,0,45910,0
*,*,*,464,Germany,Male,"[25,35[","[0,12[",164285,2,1,1,3710,0
*,*,*,692,France,Male,"[55,93[","[0,12[",154954,1,1,1,70849,0
*,*,*,754,France,Female,"[35,45[","[0,12[",0,2,1,0,44831,0
*,*,*,660,Germany,Male,"[25,35[","[0,12[",84440,2,1,1,60486,0
*,*,*,632,Spain,Male,"[25,35[","[0,12[",155520,1,1,0,1843,0
*,*,*,676,Spain,Female,"[55,93[","[0,12[",116954,1,1,1,91149,0
*,*,*,601,Spain,Male,"[18,25[","[0,12[",0,2,0,0,144660,0
*,*,*,639,France,Male,"[25,35[","[0,12[",0,2,1,0,111340,0
*,*,*,690,Spain,Female,"[35,45[","[0,12[",91760,1,1,1,135785,0
*,*,*,796,France,Female,"[45,55[","[0,12[",109730,1,1,1,123883,0
*,*,*,850,Germany,Male,"[35,45[","[0,12[",129305,2,0,1,19245,0
*,*,*,599,France,Male,"[55,93[","[0,12[",0,1,0,0,176407,1
*,*,*,685,France,Female,"[45,55[","[0,12[",94239,2,1,1,50664,1
*,*,*,660,France,Male,"[35,45[","[0,12[",131754,2,1,1,38762,0
*,*,*,699,France,Male,"[45,55[","[0,12[",0,2,0,1,111308,0
*,*,*,850,Spain,Male,"[18,25[","[0,12[",0,1,1,1,144386,0
*,*,*,535,Spain,Female,"[45,55[","[0,12[",115310,1,1,0,111422,0
*,*,*,776,Spain,Male,"[35,45[","[0,12[",106365,1,1,1,148528,0
*,*,*,654,Germany,Male,"[35,45[","[0,12[",84673,2,0,1,82081,0
*,*,*,674,Germany,Female,"[35,45[","[0,12[",100763,1,1,0,182157,0
*,*,*,794,France,Male,"[25,35[","[0,12[",0,2,1,1,24114,0
*,*,*,761,France,Male,"[35,45[","[0,12[",127638,1,1,1,81063,0
*,*,*,696,Spain,Female,"[25,35[","[0,12[",0,2,1,1,9003,0
*,*,*,589,Spain,Female,"[45,55[","[0,12[",0,2,0,1,168369,0
*,*,*,660,Germany,Male,"[25,35[","[0,12[",125190,2,1,1,139874,0
*,*,*,634,Germany,Female,"[45,55[","[0,12[",113782,2,1,1,106345,1
*,*,*,543,France,Male,"[35,45[","[0,12[",137482,1,0,0,62389,0
*,*,*,816,Spain,Male,"[55,93[","[0,12[",151859,1,1,1,72814,0
*,*,*,493,France,Female,"[35,45[","[0,12[",148668,2,1,0,56093,0
*,*,*,609,Spain,Female,"[45,55[","[0,12[",89122,1,1,1,199257,0
*,*,*,803,Germany,Male,"[35,45[","[0,12[",137743,2,1,1,166958,0
*,*,*,635,France,Female,"[55,93[","[0,12[",47536,1,1,1,119400,0
*,*,*,677,Spain,Female,"[25,35[","[0,12[",0,2,1,1,6176,0
*,*,*,683,France,Female,"[35,45[","[0,12[",0,2,0,0,75762,0
*,*,*,759,Spain,Male,"[35,45[","[0,12[",0,2,1,0,20778,0
*,*,*,580,France,Male,"[55,93[","[0,12[",104306,1,0,1,175750,0
*,*,*,850,Germany,Male,"[55,93[","[0,12[",141784,1,1,1,92054,0
*,*,*,642,France,Male,"[45,55[","[0,12[",118317,4,0,0,78703,1
*,*,*,686,Germany,Male,"[25,35[","[0,12[",57423,1,1,1,79189,0
*,*,*,627,Spain,Male,"[35,45[","[0,12[",0,2,1,1,194792,0
*,*,*,578,France,Male,"[45,55[","[0,12[",113226,1,1,0,56771,0
*,*,*,481,Spain,Male,"[35,45[","[0,12[",111233,1,1,1,123995,0
*,*,*,642,Spain,Female,"[25,35[","[0,12[",0,2,1,1,150475,0
*,*,*,702,Spain,Female,"[35,45[","[0,12[",0,2,1,1,158527,0
*,*,*,756,France,Male,"[55,93[","[0,12[",0,3,1,1,93082,0
*,*,*,724,Spain,Male,"[35,45[","[0,12[",0,1,0,1,115754,0
*,*,*,709,France,Female,"[45,55[","[0,12[",104118,1,0,1,174032,0
*,*,*,728,Spain,Female,"[25,35[","[0,12[",0,1,1,1,83056,0
*,*,*,632,Germany,Female,"[35,45[","[0,12[",81877,1,1,1,33642,0
*,*,*,506,France,Male,"[25,35[","[0,12[",0,2,0,0,115842,0
*,*,*,629,Spain,Male,"[25,35[","[0,12[",0,2,1,1,88843,0
*,*,*,621,Spain,Female,"[35,45[","[0,12[",83061,2,1,0,9171,0
*,*,*,479,Spain,Male,"[35,45[","[0,12[",118434,1,0,1,160061,0
*,*,*,675,Spain,Male,"[35,45[","[0,12[",106191,1,0,1,22994,0
*,*,*,657,Spain,Male,"[25,35[","[0,12[",125167,1,0,0,98820,0
*,*,*,676,France,Male,"[18,25[","[0,12[",80570,1,0,0,68622,0
*,*,*,510,France,Male,"[35,45[","[0,12[",0,2,1,1,175518,0
*,*,*,809,France,Male,"[35,45[","[0,12[",68882,2,0,1,109135,0
*,*,*,728,Spain,Male,"[35,45[","[0,12[",0,2,0,1,41823,0
*,*,*,707,France,Female,"[35,45[","[0,12[",0,2,1,0,41053,0
*,*,*,642,France,Male,"[25,35[","[0,12[",80965,2,1,0,174738,0
*,*,*,461,Spain,Female,"[25,35[","[0,12[",0,2,1,1,15306,0
*,*,*,607,Germany,Male,"[35,45[","[0,12[",84469,2,1,1,121945,0
*,*,*,594,France,Female,"[25,35[","[0,12[",79341,1,1,0,78256,0
*,*,*,383,Spain,Female,"[45,55[","[0,12[",95808,1,0,0,137702,1
*,*,*,710,France,Male,"[45,55[","[0,12[",158623,1,0,0,83500,1
*,*,*,670,Germany,Female,"[35,45[","[0,12[",79586,1,0,1,198803,0
*,*,*,602,France,Female,"[55,93[","[0,12[",0,2,1,1,171261,0
*,*,*,579,Spain,Male,"[25,35[","[0,12[",0,1,1,0,94993,1
*,*,*,615,Spain,Male,"[55,93[","[0,12[",155766,1,1,1,110275,0
*,*,*,606,France,Male,"[35,45[","[0,12[",0,2,1,1,70899,0
*,*,*,619,France,Female,"[35,45[","[0,12[",0,1,1,1,147094,1
*,*,*,631,France,Male,"[35,45[","[0,12[",129205,1,1,1,79146,0
*,*,*,550,Germany,Female,"[35,45[","[0,12[",128707,1,1,0,63093,1
*,*,*,769,*,*,*,*,115102,1,0,*,57842,1
*,*,*,782,France,Female,"[25,35[","[0,12[",94493,1,0,1,101866,0
*,*,*,587,France,Male,"[35,45[","[0,12[",0,2,1,1,170409,0
*,*,*,710,Germany,Female,"[18,25[","[0,12[",103099,2,1,0,173277,0
*,*,*,486,France,Male,"[25,35[","[0,12[",0,2,1,1,31399,0
*,*,*,602,Germany,Male,"[35,45[","[0,12[",71668,2,0,0,137112,0
*,*,*,620,France,Female,"[35,45[","[0,12[",0,2,0,0,88852,0
*,*,*,757,Germany,Male,"[35,45[","[0,12[",65350,1,0,0,64540,0
*,*,*,529,France,Male,"[35,45[","[0,12[",157499,1,1,1,82277,0
*,*,*,722,Germany,Female,"[35,45[","[0,12[",89175,2,0,1,152884,0
*,*,*,626,France,Female,"[35,45[","[0,12[",0,2,1,1,83295,0
*,*,*,570,France,Female,"[55,93[","[0,12[",0,1,0,1,116504,1
*,*,*,683,Spain,Male,"[55,93[","[0,12[",50911,3,0,0,97629,1
*,*,*,747,France,Female,"[35,45[","[0,12[",0,1,0,0,57818,1
*,*,*,747,France,Male,"[35,45[","[0,12[",80214,1,1,0,115242,1
*,*,*,832,France,Female,"[25,35[","[0,12[",98590,1,1,0,30913,0
*,*,*,696,France,Female,"[35,45[","[0,12[",0,2,0,0,28277,0
*,*,*,604,Spain,Female,"[25,35[","[0,12[",0,2,1,0,155249,0
*,*,*,545,France,Male,"[35,45[","[0,12[",91184,1,1,0,105477,0
*,*,*,711,Germany,Female,"[45,55[","[0,12[",145263,1,0,1,131473,0
*,*,*,794,*,*,*,*,115797,1,1,*,160526,1
*,*,*,756,Germany,Female,"[35,45[","[0,12[",149363,2,1,1,109098,0
*,*,*,662,France,Female,"[35,45[","[0,12[",139562,2,1,0,61636,0
*,*,*,763,Germany,Male,"[35,45[","[0,12[",100161,1,1,0,33463,1
*,*,*,667,France,Male,"[35,45[","[0,12[",0,1,0,1,108349,1
*,*,*,565,Germany,Female,"[25,35[","[0,12[",90323,2,0,1,118740,0
*,*,*,847,Spain,Male,"[25,35[","[0,12[",0,2,1,1,76327,0
*,*,*,670,Spain,Female,"[18,25[","[0,12[",0,2,1,0,119759,0
*,*,*,714,France,Male,"[35,45[","[0,12[",148467,2,0,1,151281,0
*,*,*,816,France,Male,"[25,35[","[0,12[",0,2,1,1,28407,0
*,*,*,527,France,Female,"[25,35[","[0,12[",112203,1,1,0,182266,0
*,*,*,668,Germany,Male,"[45,55[","[0,12[",106854,1,0,1,157959,1
*,*,*,645,France,Male,"[35,45[","[0,12[",0,1,0,0,149807,0
*,*,*,630,France,Male,"[45,55[","[0,12[",0,2,0,1,79377,0
*,*,*,704,Spain,Female,"[35,45[","[0,12[",175510,2,1,0,152040,0
*,*,*,684,Germany,Male,"[35,45[","[0,12[",117691,1,1,1,23136,1
*,*,*,587,Spain,Female,"[25,35[","[0,12[",0,2,1,1,97933,0
*,*,*,596,Spain,Male,"[25,35[","[0,12[",121346,4,1,0,41922,1
*,*,*,660,Germany,Female,"[35,45[","[0,12[",133200,1,0,0,71434,0
*,*,*,771,Germany,Female,"[35,45[","[0,12[",137658,2,1,0,72986,0
*,*,*,692,France,Male,"[25,35[","[0,12[",125548,1,0,0,7900,0
*,*,*,736,France,Male,"[35,45[","[0,12[",202443,1,1,0,72375,0
*,*,*,700,France,Female,"[25,35[","[0,12[",76323,1,1,0,128136,0
*,*,*,472,France,Male,"[25,35[","[0,12[",102490,1,0,1,181225,0
*,*,*,445,France,Female,"[25,35[","[0,12[",0,2,1,1,127939,0
*,*,*,643,France,Female,"[45,55[","[0,12[",0,2,0,0,106782,0
*,*,*,595,Spain,Male,"[18,25[","[0,12[",0,2,1,1,168086,0
*,*,*,575,Spain,Female,"[25,35[","[0,12[",0,2,1,0,185342,0
*,*,*,611,France,Male,"[25,35[","[0,12[",0,2,1,1,157474,0
*,*,*,757,Germany,Male,"[25,35[","[0,12[",121582,2,1,1,127059,0
*,*,*,765,Germany,Female,"[45,55[","[0,12[",119493,2,0,1,166896,1
*,*,*,769,France,Female,"[25,35[","[0,12[",0,1,1,1,57876,0
*,*,*,768,Germany,Male,"[35,45[","[0,12[",108308,1,1,0,41788,1
*,*,*,663,Spain,Female,"[55,93[","[0,12[",216110,1,0,1,74177,1
*,*,*,638,Germany,Male,"[35,45[","[0,12[",145178,1,1,0,193472,1
*,*,*,664,France,Male,"[35,45[","[0,12[",189027,2,1,1,56100,0
*,*,*,731,Spain,Female,"[35,45[","[0,12[",126816,1,1,1,74851,0
*,*,*,689,Spain,Male,"[35,45[","[0,12[",75075,1,1,1,8652,1
*,*,*,661,Germany,Male,"[35,45[","[0,12[",124099,1,1,0,86678,0
*,*,*,708,Spain,Male,"[25,35[","[0,12[",0,2,1,0,138613,0
*,*,*,560,Spain,Female,"[25,35[","[0,12[",0,2,1,1,120881,0
*,*,*,602,France,Female,"[35,45[","[0,12[",154121,2,1,0,176615,1
*,*,*,521,France,Female,"[35,45[","[0,12[",0,2,0,1,27375,0
*,*,*,777,France,Male,"[35,45[","[0,12[",0,1,1,1,126838,0
*,*,*,737,France,Female,"[25,35[","[0,12[",128551,2,0,1,189403,0
*,*,*,800,France,Female,"[35,45[","[0,12[",75893,2,1,0,132562,0
*,*,*,434,Spain,Male,"[25,35[","[0,12[",0,1,1,1,2740,0
*,*,*,569,France,Male,"[35,45[","[0,12[",124526,1,1,1,193794,0
*,*,*,542,Spain,Male,"[25,35[","[0,12[",108654,1,0,1,144725,0
*,*,*,705,*,*,*,*,143250,1,1,*,88428,1
*,*,*,559,France,Female,"[25,35[","[0,12[",69000,2,1,1,66879,0
*,*,*,743,France,Female,"[25,35[","[0,12[",127023,1,1,1,138781,0
*,*,*,579,Germany,Female,"[55,93[","[0,12[",145215,1,1,1,164084,0
*,*,*,587,France,Female,"[45,55[","[0,12[",88820,1,0,0,70224,0
*,*,*,599,France,Male,"[25,35[","[0,12[",0,2,1,1,174197,0
*,*,*,578,Spain,Male,"[35,45[","[0,12[",157268,2,1,0,141533,0
*,*,*,616,Germany,Female,"[35,45[","[0,12[",95984,1,0,1,115263,1
*,*,*,689,Spain,Female,"[35,45[","[0,12[",121021,1,1,1,12182,0
*,*,*,687,Germany,Female,"[25,35[","[0,12[",111388,2,1,0,148565,0
*,*,*,519,Spain,Female,"[45,55[","[0,12[",157296,2,0,0,147278,1
*,*,*,504,Germany,Male,"[35,45[","[0,12[",131287,2,1,1,149698,0
*,*,*,732,France,Female,"[35,45[","[0,12[",0,2,1,0,183147,0
*,*,*,589,France,Male,"[35,45[","[0,12[",0,1,1,0,79915,0
*,*,*,599,Spain,Female,"[35,45[","[0,12[",0,1,1,0,194273,1
*,*,*,725,France,Female,"[25,35[","[0,12[",0,2,1,1,168608,0
*,*,*,482,Germany,Female,"[45,55[","[0,12[",69329,1,0,0,102641,1
*,*,*,701,*,*,*,*,186101,2,1,*,76611,0
*,*,*,540,Spain,Male,"[35,45[","[0,12[",0,2,1,0,81996,0
*,*,*,520,France,Male,"[25,35[","[0,12[",134008,1,1,1,193209,0
*,*,*,808,France,Male,"[25,35[","[0,12[",0,2,1,1,46201,0
*,*,*,692,France,Male,"[25,35[","[0,12[",0,2,0,1,130487,0
*,*,*,587,Germany,Male,"[35,45[","[0,12[",121864,1,1,1,23482,1
*,*,*,565,Germany,Female,"[35,45[","[0,12[",89995,2,0,1,121084,0
*,*,*,541,France,Male,"[35,45[","[0,12[",212314,1,0,1,148815,0
*,*,*,660,France,Male,"[35,45[","[0,12[",0,2,0,1,146586,0
*,*,*,598,Spain,Female,"[55,93[","[0,12[",62980,1,1,1,152274,0
*,*,*,607,Spain,Female,"[25,35[","[0,12[",100912,1,0,0,7631,0
*,*,*,486,Spain,Male,"[18,25[","[0,12[",0,1,1,0,98803,0
*,*,*,726,Spain,Female,"[35,45[","[0,12[",0,2,0,1,100557,0
*,*,*,613,France,Female,"[45,55[","[0,12[",187842,2,1,1,147224,0
*,*,*,648,*,*,*,*,138664,1,1,*,29076,0
*,*,*,637,France,Male,"[35,45[","[0,12[",152607,1,1,1,71693,0
*,*,*,800,Spain,Male,"[35,45[","[0,12[",0,1,1,0,78744,0
*,*,*,635,France,Male,"[35,45[","[0,12[",146767,2,0,1,164357,0
*,*,*,550,Germany,Male,"[25,35[","[0,12[",118401,1,0,1,14000,1
*,*,*,619,Spain,Male,"[45,55[","[0,12[",62400,1,1,1,132498,1
*,*,*,715,France,Female,"[25,35[","[0,12[",0,2,1,0,60907,0
*,*,*,594,Spain,Female,"[18,25[","[0,12[",97379,1,1,1,71405,0
*,*,*,473,France,Female,"[25,35[","[0,12[",125827,1,0,1,145699,0
*,*,*,510,France,Male,"[55,93[","[0,12[",0,2,1,1,48072,0
*,*,*,835,Spain,Male,"[35,45[","[0,12[",86824,1,0,0,175906,0
*,*,*,658,Germany,Female,"[55,93[","[0,12[",119328,1,0,1,119440,0
*,*,*,559,Spain,Male,"[18,25[","[0,12[",114740,1,1,0,85891,1
*,*,*,681,France,Male,"[25,35[","[0,12[",0,2,0,0,130687,0
*,*,*,633,Germany,Male,"[35,45[","[0,12[",126041,1,0,1,11797,0
*,*,*,637,Germany,Male,"[45,55[","[0,12[",104683,1,1,0,55267,1
*,*,*,595,France,Female,"[25,35[","[0,12[",0,2,1,1,41448,0
*,*,*,638,France,Male,"[25,35[","[0,12[",133501,1,0,1,155643,0
*,*,*,559,France,Female,"[35,45[","[0,12[",0,2,1,1,196646,0
*,*,*,480,Spain,Male,"[45,55[","[0,12[",75408,1,1,0,25888,1
*,*,*,545,Spain,Female,"[35,45[","[0,12[",0,1,0,0,38411,1
*,*,*,544,France,Male,"[35,45[","[0,12[",84497,1,0,0,79972,0
*,*,*,434,Spain,Male,"[55,93[","[0,12[",0,1,0,1,73562,1
*,*,*,553,Spain,Male,"[35,45[","[0,12[",0,1,1,0,10789,0
*,*,*,519,France,Male,"[35,45[","[0,12[",0,2,1,1,101486,0
*,*,*,613,France,Male,"[35,45[","[0,12[",108286,1,1,1,114153,0
*,*,*,549,Germany,Female,"[55,93[","[0,12[",137592,2,0,1,116548,1
*,*,*,776,France,Female,"[25,35[","[0,12[",0,2,1,1,143301,0
*,*,*,773,Spain,Male,"[35,45[","[0,12[",138151,1,1,1,177357,0
*,*,*,738,Germany,Male,"[55,93[","[0,12[",83008,1,1,1,42766,0
*,*,*,666,France,Female,"[35,45[","[0,12[",127043,1,1,1,8247,0
*,*,*,467,Spain,Male,"[35,45[","[0,12[",0,2,1,1,7416,0
*,*,*,632,France,Female,"[45,55[","[0,12[",167963,1,0,0,140201,0
*,*,*,539,France,Male,"[35,45[","[0,12[",0,2,1,1,86767,0
*,*,*,801,Spain,Male,"[55,93[","[0,12[",79955,2,1,1,30484,0
*,*,*,637,France,Female,"[25,35[","[0,12[",113914,1,0,1,65316,0
*,*,*,723,Germany,Male,"[45,55[","[0,12[",131695,1,0,1,92874,1
*,*,*,846,France,Female,"[35,45[","[0,12[",0,3,1,0,3440,1
*,*,*,671,Spain,Male,"[25,35[","[0,12[",153360,1,1,0,140510,0
*,*,*,494,France,Female,"[25,35[","[0,12[",137853,1,0,1,90274,0
*,*,*,759,France,Male,"[35,45[","[0,12[",0,2,0,1,190294,0
*,*,*,504,Spain,Female,"[45,55[","[0,12[",163765,1,1,1,165123,1
*,*,*,570,France,Male,"[25,35[","[0,12[",117338,2,0,1,62811,0
*,*,*,731,Germany,Male,"[35,45[","[0,12[",127863,2,1,0,139084,0
*,*,*,657,France,Female,"[35,45[","[0,12[",80294,1,1,0,97193,0
*,*,*,666,France,Male,"[45,55[","[0,12[",123873,1,1,1,177844,0
*,*,*,730,France,Female,"[25,35[","[0,12[",74197,2,1,0,96876,0
*,*,*,720,Germany,Male,"[45,55[","[0,12[",97043,1,1,1,133517,1
*,*,*,630,Spain,Male,"[25,35[","[0,12[",82034,1,0,0,146326,0
*,*,*,646,France,Female,"[35,45[","[0,12[",96559,1,0,0,163427,0
*,*,*,850,France,Female,"[35,45[","[0,12[",128548,4,1,0,75479,1
*,*,*,714,Spain,Female,"[25,35[","[0,12[",103121,2,1,1,49672,0
*,*,*,837,Germany,Male,"[35,45[","[0,12[",144038,1,1,0,145325,0
*,*,*,600,France,Male,"[45,55[","[0,12[",90219,1,1,0,91348,0
*,*,*,564,France,Male,"[35,45[","[0,12[",0,1,1,0,85456,1
*,*,*,732,France,Male,"[45,55[","[0,12[",0,2,1,1,184351,0
*,*,*,786,Spain,Female,"[35,45[","[0,12[",0,2,0,0,100930,0
*,*,*,706,Germany,Female,"[35,45[","[0,12[",185932,2,1,0,65413,0
